prospect_year,player_id,player_first_name,player_last_name,rank,position,preseason100,preseason20,team_file_code,thumb,thumb62x75,thumb124x150,photo180x218,photo360x436
2018,666134,Nolan,Jones,84,3B,,4,CLE,/assets/images/1/0/8/295282108/cuts/74x74/cut.jpg,/assets/images/1/0/8/295282108/cuts/62x75/cut.jpg,/assets/images/1/0/8/295282108/cuts/124x150/cut.jpg,/assets/images/1/0/8/295282108/cuts/180x218/cut.jpg,/assets/images/1/0/8/295282108/cuts/360x436/cut.jpg
2018,656061,Albert,Abreu,85,RHP,74,5,NYY,/assets/images/2/8/8/280350288/cuts/74x74/cut.jpg,/assets/images/2/8/8/280350288/cuts/62x75/cut.jpg,/assets/images/2/8/8/280350288/cuts/124x150/cut.jpg,/assets/images/2/8/8/280350288/cuts/180x218/cut.jpg,/assets/images/2/8/8/280350288/cuts/360x436/cut.jpg
2018,663366,Beau,Burrows,86,RHP,77,4,DET,/assets/images/8/5/6/264080856/cuts/74x74/cut.jpg,/assets/images/8/5/6/264080856/cuts/62x75/cut.jpg,/assets/images/8/5/6/264080856/cuts/124x150/cut.jpg,/assets/images/8/5/6/264080856/cuts/180x218/cut.jpg,/assets/images/8/5/6/264080856/cuts/360x436/cut.jpg
2018,665804,Miguel,Amaya,87,C,,11,CHC,/assets/images/1/8/4/295227184/cuts/74x74/cut.jpg,/assets/images/1/8/4/295227184/cuts/62x75/cut.jpg,/assets/images/1/8/4/295227184/cuts/124x150/cut.jpg,/assets/images/1/8/4/295227184/cuts/180x218/cut.jpg,/assets/images/1/8/4/295227184/cuts/360x436/cut.jpg
2018,668390,Cole,Winn,88,RHP,,,TEX,/assets/images/2/9/0/285325290/cuts/74x74/cut.jpg,/assets/images/2/9/0/285325290/cuts/62x75/cut.jpg,/assets/images/2/9/0/285325290/cuts/124x150/cut.jpg,/assets/images/2/9/0/285325290/cuts/180x218/cut.jpg,/assets/images/2/9/0/285325290/cuts/360x436/cut.jpg
2018,643290,Justin,Dunn,89,RHP,,3,NYM,/assets/images/1/1/6/287488116/cuts/74x74/cut.jpg,/assets/images/1/1/6/287488116/cuts/62x75/cut.jpg,/assets/images/1/1/6/287488116/cuts/124x150/cut.jpg,/assets/images/1/1/6/287488116/cuts/180x218/cut.jpg,/assets/images/1/1/6/287488116/cuts/360x436/cut.jpg
2018,663878,Nate,Pearson,90,RHP,,4,TOR,/assets/images/1/6/2/287611162/cuts/74x74/cut.jpg,/assets/images/1/6/2/287611162/cuts/62x75/cut.jpg,/assets/images/1/6/2/287611162/cuts/124x150/cut.jpg,/assets/images/1/6/2/287611162/cuts/180x218/cut.jpg,/assets/images/1/6/2/287611162/cuts/360x436/cut.jpg
2018,671221,Drew,Waters,91,OF,,19,ATL,/assets/images/7/1/8/295268718/cuts/74x74/cut.jpg,/assets/images/7/1/8/295268718/cuts/62x75/cut.jpg,/assets/images/7/1/8/295268718/cuts/124x150/cut.jpg,/assets/images/7/1/8/295268718/cuts/180x218/cut.jpg,/assets/images/7/1/8/295268718/cuts/360x436/cut.jpg
2018,677960,Ryan,Weathers,92,LHP,,,SD,/assets/images/7/3/6/287496736/cuts/74x74/cut.jpg,/assets/images/2/2/4/295235224/cuts/62x75/cut.jpg,/assets/images/2/2/4/295235224/cuts/124x150/cut.jpg,/assets/images/2/2/4/295235224/cuts/180x218/cut.jpg,/assets/images/2/2/4/295235224/cuts/360x436/cut.jpg
2018,641712,Dakota,Hudson,93,RHP,,6,STL,/assets/images/7/6/4/295115764/cuts/74x74/cut.jpg,/assets/images/7/6/4/295115764/cuts/62x75/cut.jpg,/assets/images/7/6/4/295115764/cuts/124x150/cut.jpg,/assets/images/7/6/4/295115764/cuts/180x218/cut.jpg,/assets/images/7/6/4/295115764/cuts/360x436/cut.jpg
2018,666213,Colton,Welker,94,3B,,4,COL,/assets/images/7/4/2/280373742/cuts/74x74/cut.jpg,/assets/images/7/4/2/280373742/cuts/62x75/cut.jpg,/assets/images/7/4/2/280373742/cuts/124x150/cut.jpg,/assets/images/7/4/2/280373742/cuts/180x218/cut.jpg,/assets/images/7/4/2/280373742/cuts/360x436/cut.jpg
2018,657624,Josh,James,95,RHP,,,HOU,/assets/images/6/6/4/295105664/cuts/74x74/cut.jpg,/assets/images/6/6/4/295105664/cuts/62x75/cut.jpg,/assets/images/6/6/4/295105664/cuts/124x150/cut.jpg,/assets/images/6/6/4/295105664/cuts/180x218/cut.jpg,/assets/images/6/6/4/295105664/cuts/360x436/cut.jpg
2018,669060,Bryse,Wilson,96,RHP,,13,ATL,/assets/images/4/4/0/294981440/cuts/74x74/cut.jpg,/assets/images/4/4/0/294981440/cuts/62x75/cut.jpg,/assets/images/4/4/0/294981440/cuts/124x150/cut.jpg,/assets/images/4/4/0/294981440/cuts/180x218/cut.jpg,/assets/images/4/4/0/294981440/cuts/360x436/cut.jpg
2018,642203,Taylor,Widener,97,RHP,,4,ARI,/assets/images/1/3/4/280259134/cuts/74x74/cut.jpg,/assets/images/1/3/4/280259134/cuts/62x75/cut.jpg,/assets/images/1/3/4/280259134/cuts/124x150/cut.jpg,/assets/images/1/3/4/280259134/cuts/180x218/cut.jpg,/assets/images/1/3/4/280259134/cuts/360x436/cut.jpg
2018,669016,Brandon,Marsh,98,OF,,5,ANA,/assets/images/9/3/0/280640930/cuts/74x74/cut.jpg,/assets/images/9/3/0/280640930/cuts/62x75/cut.jpg,/assets/images/9/3/0/280640930/cuts/124x150/cut.jpg,/assets/images/9/3/0/280640930/cuts/180x218/cut.jpg,/assets/images/9/3/0/280640930/cuts/360x436/cut.jpg
2018,663567,Peter,Lambert,99,RHP,,5,COL,/assets/images/7/7/0/287436770/cuts/74x74/cut.jpg,/assets/images/7/7/0/287436770/cuts/62x75/cut.jpg,/assets/images/7/7/0/287436770/cuts/124x150/cut.jpg,/assets/images/7/7/0/287436770/cuts/180x218/cut.jpg,/assets/images/7/7/0/287436770/cuts/360x436/cut.jpg
2018,663465,Kolby,Allard,100,LHP,58,6,ATL,/assets/images/1/2/2/294981122/cuts/74x74/cut.jpg,/assets/images/1/2/2/294981122/cuts/62x75/cut.jpg,/assets/images/1/2/2/294981122/cuts/124x150/cut.jpg,/assets/images/1/2/2/294981122/cuts/180x218/cut.jpg,/assets/images/1/2/2/294981122/cuts/360x436/cut.jpg
